"序號",標題,網址,留言者名稱,留言內容,留言時間,贊成論點/其他想法,贊成數量,反對數量
M-62,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,yangbh,台灣的上課時長平均10小時位居世界第一，每天六點起床，晚上再加補習回到家都快十一點了，真的有點太誇張了，升學屬實重要但不是一切，現在的教育理應是以教導學生在未來有真正獨立思考和找到自己的興趣為主旨，並非培養奴性以及用一些連老師都覺得不重要而拿來考試趕進度的藝能科來敷衍搪塞。,2025-09-14 02:37:08,其他想法,2,0
M-63,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,U,"7.多到學校一下課就補習到9.
每天都睡不飽上課也沒精神上
沒精神上課根本就是浪費時間",2025-09-14 02:39:10,其他想法,2,0
M-64,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,冠貓,guanwe1mao6,2025-09-14 02:40:38,贊成論點,0,1
M-65,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,呵,"看到贊成論點裡有一則是認為學生學習太多不必要的東西。
第一：首先國高中學習的叫做基礎，沒有這些基礎在未來學習新事物都會很困難。
第二：國高中去補習班只是把學校老師上課講過的內容以另一種方式轉述給你，當然補習班會有更多樣的練習題給你練習，但我不相信去和學校老師要練習題老師不會給你。 
自己選擇就是把放學時間運用在補習班上還在抗議學校上課時間太長。
第三：有些人會說是家長強迫自己去補習班的，如果自己能讀好，家長還會強迫嗎？",2025-09-14 02:42:52,贊成論點,0,2
M-66,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,不同意,此留言正在等待審核中,2025-09-14 02:45:38,其他想法,1,68
M-67,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,：),身為一個高一生，雖然改成這樣很爽，但我覺得沒什麼意義,2025-09-14 02:57:17,贊成論點,1,2
M-68,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,高中生,我覺得這要通過因為現在國高中生壓力很大沒過多久就要段考模擬考學測或大考，一定需要適度休息更何況還有補習補習完晚上10 .多了回家寫作業洗澡就凌晨1.人隔天又要6.起床準備上學每天只休息5小時根本沒有喘息的時間教育部就是要這樣逼瘋學生才行嗎？說每天睡滿8.小時結果呢？？？？只有5小時休息10.-16.才是正常的上課時間啊台灣教育真的很古板,2025-09-14 03:22:12,其他想法,2,0
M-69,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,QiFuuuuu,此留言正在等待審核中,2025-09-14 03:26:58,贊成論點,29,58
M-70,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,噎,"支持一下
每天早上六點起床我以為我要死了
然後下午五點放學補習 晚上才可以回家 真的每天累成狗",2025-09-14 03:46:59,其他想法,2,0
M-71,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Lee,雖然現在上課時間改為8:00但還是很早 要7:00就要起床 有時候補習補晚一點補到10:00回到家洗好澡睡眠時間根本不到6小時 改為9:00以後比較合適 高中課業繁忙 睡眠如果又不足 會出問題 一個未成年上課時間10幾個小時連有些成人的工作時數都沒有10幾小時（上課加補習）叫一個未成年如何承受 法規也說15歲叫童工最多工作8小時 高中生最多也大三歲 工作時數卻沒有法規規定只能上8小時,2025-09-14 04:11:27,其他想法,4,0
M-72,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Ay,使用者已自行刪除留言,2025-09-14 04:42:18,其他想法,0,0
M-73,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Adu,"提案空泛論點唬爛
今天延到10點之後就有
10：30、11：00...
不要求早自習已經是讓步了
你還想多睡兩節課
說真的麻煩你去上課睡覺跟翹課
你不想上其他人還想
這個提案如果通過必對學生的受教權有所侵害
另外，上面有更多講的有理有據的，一堆玻璃心給他按倒讚，顯示Threads網民的弱智化十分明顯，只能說一個不合理的提案能在Threads上得到這麼多的支持，也許提案者初心是好的，但網民的智商是低下勾史的",2025-09-14 04:43:45,贊成論點,1,2
M-74,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,蛤蜊,當然不是沒有配套 像是可以儘早培養以後的專業 興趣之類的課程 而刪減部分國英數自社相關的課程 像是以後讀二類組的人 高一照理來說還是要讀國文社會科目 但是這跟他以後的發展毫無關聯 不如儘早決定發展方向 多一些自己時間探索興趣 專業 而不是每個人不管以後要做什麼通通每個科目都要學到精通 這樣不僅會導致學生壓力普遍很大 甚至有些人到要分組了還不知道自己喜歡什麼 要做什麼 也沒有專長 當然我所說的是希望增加課外的時間 不管是10：00-16：00還是8：00-14：00 我覺得都是可以討論的 再說到睡眠的部分 如果目前8：00到學校 7：30出門 放學還要補習 9：30到家算早了 這樣在外面的時間是14個小時 我是覺得不妥 畢竟上班也不一定在外面的時間那麼長 再說如果要7：30出門 至少也要7：00起床 正常睡眠8、9個小時 也就是說10.、11.就要睡了 這樣回家洗澡整理書包等於要馬上睡覺 根本沒有自己的時間 而且暑假寒假除外 這樣的生活要連續至少3年 與其很多人上課睡覺 不如把上課時間縮短好好在家休息再認真上課 壓力大不是沒有原因的 我也知道這個提案通過的機率不大 但是希望大家可以參考 或者稍作一些調整 也希望這個議題可以被大家重視 理性討論,2025-09-14 04:45:07,其他想法,6,0
M-75,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Y,我支持10.-16.,2025-09-14 04:59:11,其他想法,1,0
M-76,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,早安,我很支持 現在台灣學生的課業壓力真的太大 充足的睡眠反而更重要畢竟健康是無價的 連假期都是寶貴的 有些人假期還要去上補習班,2025-09-14 05:05:25,其他想法,3,1
M-77,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,李清照,現在很多人都推崇美式教育，但以台灣目前的制度、民間思想，要快速改為美式教育是不太可能。所以必須一步一步的改，而縮短上課時間就是最重要的！,2025-09-14 05:06:38,其他想法,15,5
M-78,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,TAKANO,我的學校雖然是八點才上課但我常常因為捷運滿人加上我家公車班次過少很容易就遲到爸媽又沒辦法載我去讓我完全找不第二方案,2025-09-14 05:29:04,其他想法,1,0
M-79,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,咕咕咕,"國高中生的睡眠剝奪是因為該寫作業不寫，該讀書不讀，整天刷社群、玩抖音、打遊戲
當現在的大人都一出生就當大人，沒當過小孩？",2025-09-14 06:05:33,贊成論點,0,2
M-80,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,潘萱萱,我支持 每天五點起床搭火車 回到家都19.20點讀完書都凌晨了 根本睡不飽 隔天上學精神差 這樣怎麼能好好學習呢。,2025-09-14 07:11:33,其他想法,5,2
M-81,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,mO,"睡不飽跟精神問題絕大多數是學生跟學生環境造成的跟上課進程有什麼關係？？
況且看下來不少學生覺得已經沒有時間趕進度了還想縮短上課時間，是不想下課吃飯一路學到放學嗎？
想提前當個沒有用的人真的不要傷害其他學生欸？",2025-09-14 07:22:45,贊成論點,0,2
M-82,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,人類,這個提案只思考了上下學時間會引響心理狀態的面向，對於憂鬱情緒而自殺的人來說，並非單靠減少上課時間來減輕症狀，能增加憂鬱情緒方面還包括了很多複雜的事物，比如：課業壓力、老師教學方式、人際關係、家庭因素......等。,2025-09-14 07:24:14,其他想法,0,0
M-83,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,A,支持 但我覺得可以先把一些不太需要的課刪除 讓我們好好休息,2025-09-14 07:45:09,其他想法,6,0
M-84,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,20000411,提議的根本只是想要更晚睡或更晚出門而已 這個提議根本沒用 上課時間縮短 課上不完 你們考試範圍也不會變 然後你們再來哀嚎沒上過的也考 最後被當掉 反正教育部也是一定不會按照這個條件去改時間 你們就繼續慢慢附議 阿教育部就繼續把教育制度改爛 超好笑,2025-09-14 07:56:41,其他想法,35,62
M-85,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,Yej,體育班有些需要晨操，覺得練完回去補眠很剛好🤣,2025-09-14 08:01:20,贊成論點,1,1
M-86,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,到底⋯,"乾脆不要上課就好了，以後畢業找得到工作嗎？10點才上課？為什麼不11點30分再去？到校先吃個午餐，然後午休～
下午1小時的重點課程，上完直接放學，每天都這樣，非常棒⋯
反正以後靠父母就好⋯",2025-09-14 08:10:43,贊成論點,7,12
M-87,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,chiu,因為自己是住離學校比較遠，所以表訂搭校車的時間是5：55，我要提早到因為我是車長，起床時間就變成5：00，因為我是設計科的，熬夜已經是家常便飯的事，睡眠不足是常有的，若是把上課時間延後，放學時間提早，學校在安排校車時也能延後搭乘時間，就不用這麼早起來準備了，但壓縮上課時間也是有問題，因為本來就趕不完的課，又壓縮時間了，就變成可能要另外自己花時間讀書，我想這也是這個提議會遇到的困難點吧,2025-09-14 08:26:08,其他想法,1,0
M-88,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,等速度運動,就算無法真的達到提案裡的時間，我希望學生至少能有8小時睡眠、8小時讀書、8小時追求興趣及夢想。一定要讓政府關注學生睡眠不足的事，且公私校都需實施。,2025-09-14 08:31:19,其他想法,11,0
M-89,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,陳怡鈞,此留言正在等待審核中,2025-09-14 08:32:25,贊成論點,14,71
M-90,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,陳慧琳,台灣學習時間太長，壓縮睡眠時間，高中應正值成長階段，有充足的睡眠是很重要的。 補習補到很晚又要起得早，上課注意力不集中，精神渙散，老是想睡覺 升學壓力大，每天都是讀書，睡眠時間壓縮，每次早上起床都覺得很累，影響自身健康、情緒，有時在操作實習課等相關東西也很危險，只要一不小心就出事情了,2025-09-14 08:34:05,其他想法,2,0
M-91,國高中上課時間改為10:00到16:00，避免慢性睡眠剝奪導致學生憂鬱、自傷自殺風險提升。,/idea/detail/45e4b677-19d5-4b48-b1da-1afe3000a878,張永泰,每天都要上學10個小時， 不累才怪，而且台灣學生的上學時數平均是全球最高的。 阿不說要成為先進國家？怎麼上學時數卻是比那些先進國家多這麼多， 而且10小時就算了，我們還有亞洲家長，補習班，學業，人際的buff加持， 每天都這麼生不如死，不如直接從這個世界登出好了。,2025-09-14 08:41:49,其他想法,27,2
